,song_id,song_name,artist,popularity,is_explicit,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
534,67kIfRYFai45yakOuXhndQ,Believe Me Natalie,The Killers,40.0,0.0,Hot Fuss,2004-06-15,0.431,0.907,0,-5.387,1,0.0523,1.51e-05,0.00445,0.0529,0.18,95.958,audio_features,67kIfRYFai45yakOuXhndQ,spotify:track:67kIfRYFai45yakOuXhndQ,https://api.spotify.com/v1/tracks/67kIfRYFai45yakOuXhndQ,https://api.spotify.com/v1/audio-analysis/67kIfRYFai45yakOuXhndQ,306667,4
535,1MrqlDkxsrMsxHni2Yb9Tx,A Dustland Fairytale,The Killers,0.0,0.0,Day & Age,2008-11-18,0.441,0.87,2,-4.845,1,0.057,0.0533,3.7e-06,0.0936,0.274,134.469,audio_features,1MrqlDkxsrMsxHni2Yb9Tx,spotify:track:1MrqlDkxsrMsxHni2Yb9Tx,https://api.spotify.com/v1/tracks/1MrqlDkxsrMsxHni2Yb9Tx,https://api.spotify.com/v1/audio-analysis/1MrqlDkxsrMsxHni2Yb9Tx,225160,4
536,3dCUjsShE5IKRORn0KYVJO,Sleepwalking,Tourist,38.0,0.0,Wash,2017-10-27,0.556,0.897,10,-7.465,0,0.0361,0.636,0.876,0.102,0.277,106.818,audio_features,3dCUjsShE5IKRORn0KYVJO,spotify:track:3dCUjsShE5IKRORn0KYVJO,https://api.spotify.com/v1/tracks/3dCUjsShE5IKRORn0KYVJO,https://api.spotify.com/v1/audio-analysis/3dCUjsShE5IKRORn0KYVJO,275103,4
537,4qQFwn7DUSL3qV8psue32d,Anyone,Swim Mountain,36.0,0.0,Anyone,2017-05-05,0.772,0.487,2,-7.099,0,0.034,0.343,0.00308,0.147,0.669,120.0,audio_features,4qQFwn7DUSL3qV8psue32d,spotify:track:4qQFwn7DUSL3qV8psue32d,https://api.spotify.com/v1/tracks/4qQFwn7DUSL3qV8psue32d,https://api.spotify.com/v1/audio-analysis/4qQFwn7DUSL3qV8psue32d,228939,4
538,3E5NUvTLszM8uymKQ227MP,Sit Next to Me - Radio Edit,Foster The People,36.0,0.0,Sit Next to Me (Versions),2017-10-13,0.678,0.747,6,-5.416,0,0.0289,0.0865,0.000174,0.147,0.815,97.004,audio_features,3E5NUvTLszM8uymKQ227MP,spotify:track:3E5NUvTLszM8uymKQ227MP,https://api.spotify.com/v1/tracks/3E5NUvTLszM8uymKQ227MP,https://api.spotify.com/v1/audio-analysis/3E5NUvTLszM8uymKQ227MP,202600,4
539,68ivEISjQ6pxNdeXULwdll,Feelin' Lovely,Connan Mockasin,44.0,0.0,Myths 001,2015-11-29,0.723,0.757,2,-6.455,0,0.0589,0.348,1.32e-05,0.0949,0.704,89.969,audio_features,68ivEISjQ6pxNdeXULwdll,spotify:track:68ivEISjQ6pxNdeXULwdll,https://api.spotify.com/v1/tracks/68ivEISjQ6pxNdeXULwdll,https://api.spotify.com/v1/audio-analysis/68ivEISjQ6pxNdeXULwdll,231468,4
540,0GKRhiIVPIXmsM5d7KcjcN,Palo Alto,Various Artists,26.0,0.0,Palo Alto (Music from the Motion Picture),2014-04-25,0.62,0.389,9,-8.946,0,0.0332,0.716,0.0124,0.137,0.282,153.955,audio_features,0GKRhiIVPIXmsM5d7KcjcN,spotify:track:0GKRhiIVPIXmsM5d7KcjcN,https://api.spotify.com/v1/tracks/0GKRhiIVPIXmsM5d7KcjcN,https://api.spotify.com/v1/audio-analysis/0GKRhiIVPIXmsM5d7KcjcN,164443,4
541,2KufM8PiQY4i52XhRL96Fd,Champagne Coast,Blood Orange,53.0,0.0,Coastal Grooves,2011-08-30,0.813,0.406,9,-12.626,1,0.0662,0.0203,0.392,0.0757,0.755,122.658,audio_features,2KufM8PiQY4i52XhRL96Fd,spotify:track:2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/tracks/2KufM8PiQY4i52XhRL96Fd,https://api.spotify.com/v1/audio-analysis/2KufM8PiQY4i52XhRL96Fd,292373,4
542,2nvZv4qatgsDIbEqqbQLUT,West Coast,Coconut Records,58.0,0.0,Nighttiming,2007-04-17,0.532,0.597,10,-6.109,1,0.0261,0.464,0.000123,0.0643,0.345,80.031,audio_features,2nvZv4qatgsDIbEqqbQLUT,spotify:track:2nvZv4qatgsDIbEqqbQLUT,https://api.spotify.com/v1/tracks/2nvZv4qatgsDIbEqqbQLUT,https://api.spotify.com/v1/audio-analysis/2nvZv4qatgsDIbEqqbQLUT,210106,1
543,2b9D3N4pnBUbYXVi7vbWy4,Living In A Memory,The Growlers,0.0,0.0,Hung At Heart,2013-01-23,0.416,0.668,2,-4.865,1,0.0281,0.188,0.637,0.728,0.793,85.357,audio_features,2b9D3N4pnBUbYXVi7vbWy4,spotify:track:2b9D3N4pnBUbYXVi7vbWy4,https://api.spotify.com/v1/tracks/2b9D3N4pnBUbYXVi7vbWy4,https://api.spotify.com/v1/audio-analysis/2b9D3N4pnBUbYXVi7vbWy4,195530,4
544,7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,56.0,1.0,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",2017-09-14,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,audio_features,7rdUtXasA973gmrr2Xxh3E,spotify:track:7rdUtXasA973gmrr2Xxh3E,https://api.spotify.com/v1/tracks/7rdUtXasA973gmrr2Xxh3E,https://api.spotify.com/v1/audio-analysis/7rdUtXasA973gmrr2Xxh3E,214255,4
545,4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),Daryl Hall & John Oates,78.0,0.0,Voices,1980,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,audio_features,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/tracks/4o6BgsqLIBViaGVbx5rbRk,https://api.spotify.com/v1/audio-analysis/4o6BgsqLIBViaGVbx5rbRk,190627,4
546,0VhiaqxnOkoVzYscYbZLK2,LSD,The Gloomies,7.0,0.0,LSD,2015-10-16,0.383,0.71,7,-8.646,1,0.0324,0.000107,0.165,0.108,0.388,84.906,audio_features,0VhiaqxnOkoVzYscYbZLK2,spotify:track:0VhiaqxnOkoVzYscYbZLK2,https://api.spotify.com/v1/tracks/0VhiaqxnOkoVzYscYbZLK2,https://api.spotify.com/v1/audio-analysis/0VhiaqxnOkoVzYscYbZLK2,172255,4
547,7BaDRi8gmRnOducT6KaOfc,Put a Flower in Your Pocket,The Arcs,57.0,0.0,"Yours, Dreamily,",2015-08-28,0.492,0.378,6,-9.288,0,0.037,0.00146,1.29e-05,0.111,0.428,126.402,audio_features,7BaDRi8gmRnOducT6KaOfc,spotify:track:7BaDRi8gmRnOducT6KaOfc,https://api.spotify.com/v1/tracks/7BaDRi8gmRnOducT6KaOfc,https://api.spotify.com/v1/audio-analysis/7BaDRi8gmRnOducT6KaOfc,235320,4
548,6nb2FEA0N0xebCwoPW0RW6,Floating (Time Isn't Working My Side),Portugal. The Man,38.0,0.0,In the Mountain in the Cloud,2011-06-29,0.513,0.761,10,-6.387,0,0.0459,0.000662,0.0756,0.376,0.611,129.021,audio_features,6nb2FEA0N0xebCwoPW0RW6,spotify:track:6nb2FEA0N0xebCwoPW0RW6,https://api.spotify.com/v1/tracks/6nb2FEA0N0xebCwoPW0RW6,https://api.spotify.com/v1/audio-analysis/6nb2FEA0N0xebCwoPW0RW6,216253,4
549,0oXwUeFAE6IR2lYhaTpxRT,Drag,Day Wave,58.0,0.0,Drag,2015-05-04,0.537,0.713,7,-6.25,1,0.0272,0.227,0.65,0.1,0.367,93.198,audio_features,0oXwUeFAE6IR2lYhaTpxRT,spotify:track:0oXwUeFAE6IR2lYhaTpxRT,https://api.spotify.com/v1/tracks/0oXwUeFAE6IR2lYhaTpxRT,https://api.spotify.com/v1/audio-analysis/0oXwUeFAE6IR2lYhaTpxRT,189651,4
550,5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,2.0,0.0,I See You,2017-01-13,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.192,0.109,0.35,125.051,audio_features,5CPqOpKSk0QcJ3dGdaWcRB,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,https://api.spotify.com/v1/tracks/5CPqOpKSk0QcJ3dGdaWcRB,https://api.spotify.com/v1/audio-analysis/5CPqOpKSk0QcJ3dGdaWcRB,224133,4
551,2vrUEPFeTnkeLqmG1JXiaZ,Proud,Alex G,42.0,1.0,Rocket,2017-05-19,0.603,0.733,4,-6.529,0,0.0264,0.0293,0.00103,0.198,0.797,135.122,audio_features,2vrUEPFeTnkeLqmG1JXiaZ,spotify:track:2vrUEPFeTnkeLqmG1JXiaZ,https://api.spotify.com/v1/tracks/2vrUEPFeTnkeLqmG1JXiaZ,https://api.spotify.com/v1/audio-analysis/2vrUEPFeTnkeLqmG1JXiaZ,297025,4
552,6YeaunurT3mGLOXpgadkje,Heroes And Villians - Remastered,Various Artists,35.0,0.0,Fantastic Mr. Fox (Original Soundtrack),2009-01-01,0.431,0.555,1,-8.508,1,0.0357,0.51,6.03e-06,0.177,0.232,117.186,audio_features,6YeaunurT3mGLOXpgadkje,spotify:track:6YeaunurT3mGLOXpgadkje,https://api.spotify.com/v1/tracks/6YeaunurT3mGLOXpgadkje,https://api.spotify.com/v1/audio-analysis/6YeaunurT3mGLOXpgadkje,217200,1
553,2irCiCNN2kheis3bdovtQO,Pass This On,The Knife,42.0,0.0,Deep Cuts,2003-01-17,0.745,0.839,7,-5.895,0,0.0303,0.0272,0.000528,0.075,0.666,129.979,audio_features,2irCiCNN2kheis3bdovtQO,spotify:track:2irCiCNN2kheis3bdovtQO,https://api.spotify.com/v1/tracks/2irCiCNN2kheis3bdovtQO,https://api.spotify.com/v1/audio-analysis/2irCiCNN2kheis3bdovtQO,228067,4
554,2YacpExEbX9tF8IbFlFOo4,Heartbeats,The Knife,53.0,0.0,Deep Cuts,2003-01-17,0.649,0.753,8,-4.874,1,0.0319,0.0209,5.84e-05,0.105,0.46,87.989,audio_features,2YacpExEbX9tF8IbFlFOo4,spotify:track:2YacpExEbX9tF8IbFlFOo4,https://api.spotify.com/v1/tracks/2YacpExEbX9tF8IbFlFOo4,https://api.spotify.com/v1/audio-analysis/2YacpExEbX9tF8IbFlFOo4,231853,4
555,5R27fHcDHcCefrGGsKipuD,This Must Be the Place,Sure Sure,0.0,0.0,This Must Be the Place,2017-02-06,0.886,0.371,5,-10.542,1,0.0465,0.349,0.00138,0.0985,0.928,115.026,audio_features,5R27fHcDHcCefrGGsKipuD,spotify:track:5R27fHcDHcCefrGGsKipuD,https://api.spotify.com/v1/tracks/5R27fHcDHcCefrGGsKipuD,https://api.spotify.com/v1/audio-analysis/5R27fHcDHcCefrGGsKipuD,219261,4
556,4wRFKDFzl3LGlgHkCs4VEp,Outcast,The Animals,38.0,0.0,Animalisms,1966-06,0.422,0.749,2,-6.105,1,0.0448,0.51,0.053,0.224,0.386,122.017,audio_features,4wRFKDFzl3LGlgHkCs4VEp,spotify:track:4wRFKDFzl3LGlgHkCs4VEp,https://api.spotify.com/v1/tracks/4wRFKDFzl3LGlgHkCs4VEp,https://api.spotify.com/v1/audio-analysis/4wRFKDFzl3LGlgHkCs4VEp,184653,4
557,6yljCYdn6RsTj8oWXPeJCl,Tony Stark,The Symposium,44.0,0.0,Drugs,2014-10-31,0.729,0.342,9,-15.138,1,0.301,0.0343,0.834,0.116,0.72,175.922,audio_features,6yljCYdn6RsTj8oWXPeJCl,spotify:track:6yljCYdn6RsTj8oWXPeJCl,https://api.spotify.com/v1/tracks/6yljCYdn6RsTj8oWXPeJCl,https://api.spotify.com/v1/audio-analysis/6yljCYdn6RsTj8oWXPeJCl,177375,4
558,5xWuituBHvRAgDhfIZJq3H,Right Words,Cults,25.0,0.0,Offering,2017-10-06,0.564,0.686,2,-5.952,0,0.0276,0.294,0.000482,0.0917,0.456,129.939,audio_features,5xWuituBHvRAgDhfIZJq3H,spotify:track:5xWuituBHvRAgDhfIZJq3H,https://api.spotify.com/v1/tracks/5xWuituBHvRAgDhfIZJq3H,https://api.spotify.com/v1/audio-analysis/5xWuituBHvRAgDhfIZJq3H,187781,4
559,0VnLohgzwLEleLmo19Z8B0,Go Outside,Cults,44.0,0.0,Cults,2011-06-07,0.374,0.697,2,-6.758,1,0.0331,0.115,0.893,0.343,0.493,77.549,audio_features,0VnLohgzwLEleLmo19Z8B0,spotify:track:0VnLohgzwLEleLmo19Z8B0,https://api.spotify.com/v1/tracks/0VnLohgzwLEleLmo19Z8B0,https://api.spotify.com/v1/audio-analysis/0VnLohgzwLEleLmo19Z8B0,204400,4
560,7tw38zojk2q0bN8JQcr3Cm,Mr. Tambourine Man - Recorded at Spotify Studios NYC,Hamilton Leithauser + Rostam,0.0,0.0,Spotify Singles,2016-11-30,0.555,0.547,2,-7.061,1,0.0251,0.448,0.0,0.109,0.471,100.01,audio_features,7tw38zojk2q0bN8JQcr3Cm,spotify:track:7tw38zojk2q0bN8JQcr3Cm,https://api.spotify.com/v1/tracks/7tw38zojk2q0bN8JQcr3Cm,https://api.spotify.com/v1/audio-analysis/7tw38zojk2q0bN8JQcr3Cm,251672,4
561,7fqhsm3UoGCsU4Z18KKCW6,High Dive,Dreamgirl,36.0,0.0,Illuminaughty - EP,2015-02-14,0.377,0.789,10,-7.199,1,0.0496,0.304,0.0323,0.361,0.467,131.982,audio_features,7fqhsm3UoGCsU4Z18KKCW6,spotify:track:7fqhsm3UoGCsU4Z18KKCW6,https://api.spotify.com/v1/tracks/7fqhsm3UoGCsU4Z18KKCW6,https://api.spotify.com/v1/audio-analysis/7fqhsm3UoGCsU4Z18KKCW6,226859,4
562,7mgI1HLrLMlIHL3wzotbyM,Teenage Blue,Dreamgirl,59.0,0.0,Illuminaughty - EP,2015-02-14,0.178,0.461,11,-7.479,1,0.0312,0.837,0.0187,0.133,0.135,180.28,audio_features,7mgI1HLrLMlIHL3wzotbyM,spotify:track:7mgI1HLrLMlIHL3wzotbyM,https://api.spotify.com/v1/tracks/7mgI1HLrLMlIHL3wzotbyM,https://api.spotify.com/v1/audio-analysis/7mgI1HLrLMlIHL3wzotbyM,234969,3
563,6UkNHdR1XxE2zasrz4QuBA,Heartstruck - Wild Hunger,Hamilton Leithauser,0.0,0.0,Heartstruck (Wild Hunger),2017-10-12,0.483,0.494,5,-6.461,1,0.0302,0.421,9.36e-05,0.177,0.176,115.17,audio_features,6UkNHdR1XxE2zasrz4QuBA,spotify:track:6UkNHdR1XxE2zasrz4QuBA,https://api.spotify.com/v1/tracks/6UkNHdR1XxE2zasrz4QuBA,https://api.spotify.com/v1/audio-analysis/6UkNHdR1XxE2zasrz4QuBA,210651,3
564,51dXFarmGXwJI75jxJaKyf,A Tooth for an Eye,The Knife,28.0,0.0,Shaking The Habitual,2013-04-05,0.686,0.798,2,-7.548,1,0.0397,0.00229,0.00056,0.143,0.476,108.764,audio_features,51dXFarmGXwJI75jxJaKyf,spotify:track:51dXFarmGXwJI75jxJaKyf,https://api.spotify.com/v1/tracks/51dXFarmGXwJI75jxJaKyf,https://api.spotify.com/v1/audio-analysis/51dXFarmGXwJI75jxJaKyf,364307,3
565,3L6bCxrwKe1qnsqFzssR4R,Strangers,Various Artists,37.0,0.0,The Darjeeling Limited,2007-01-01,0.464,0.432,0,-8.115,1,0.0326,0.161,1.52e-05,0.1,0.524,127.62,audio_features,3L6bCxrwKe1qnsqFzssR4R,spotify:track:3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/tracks/3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/audio-analysis/3L6bCxrwKe1qnsqFzssR4R,200053,4
566,2ZE2A47zah0C3Ee2uVKDbT,This Time Tomorrow,Various Artists,35.0,0.0,The Darjeeling Limited,2007-01-01,0.399,0.798,4,-7.541,0,0.0509,0.291,0.603,0.159,0.715,127.731,audio_features,2ZE2A47zah0C3Ee2uVKDbT,spotify:track:2ZE2A47zah0C3Ee2uVKDbT,https://api.spotify.com/v1/tracks/2ZE2A47zah0C3Ee2uVKDbT,https://api.spotify.com/v1/audio-analysis/2ZE2A47zah0C3Ee2uVKDbT,205613,4
567,5kCWUfblMC2xdBruW7PeuC,Untrust Us,Crystal Castles,1.0,0.0,Crystal Castles,2008-03-18,0.609,0.807,11,-5.405,0,0.0283,0.0376,0.204,0.13,0.203,125.906,audio_features,5kCWUfblMC2xdBruW7PeuC,spotify:track:5kCWUfblMC2xdBruW7PeuC,https://api.spotify.com/v1/tracks/5kCWUfblMC2xdBruW7PeuC,https://api.spotify.com/v1/audio-analysis/5kCWUfblMC2xdBruW7PeuC,186373,4
568,2P5623N7mecoFlhHGcs7nW,LOM,Cullen Omori,0.0,0.0,New Misery,2016-03-18,0.391,0.922,7,-2.105,0,0.0485,0.00302,0.0951,0.0919,0.339,122.935,audio_features,2P5623N7mecoFlhHGcs7nW,spotify:track:2P5623N7mecoFlhHGcs7nW,https://api.spotify.com/v1/tracks/2P5623N7mecoFlhHGcs7nW,https://api.spotify.com/v1/audio-analysis/2P5623N7mecoFlhHGcs7nW,218747,4
569,1R5R9dkIPd0D2BzYxVpVje,No Big Deal,Cullen Omori,0.0,0.0,New Misery,2016-03-18,0.421,0.855,0,-1.826,1,0.0316,0.0282,0.000298,0.105,0.2,77.509,audio_features,1R5R9dkIPd0D2BzYxVpVje,spotify:track:1R5R9dkIPd0D2BzYxVpVje,https://api.spotify.com/v1/tracks/1R5R9dkIPd0D2BzYxVpVje,https://api.spotify.com/v1/audio-analysis/1R5R9dkIPd0D2BzYxVpVje,255613,4
570,7DfFc7a6Rwfi3YQMRbDMau,Thinkin Bout You,Frank Ocean,71.0,0.0,channel ORANGE,2012-07-10,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4
571,0FrC2cP7P20AYUOMjPFr2I,Outlines,AM & Shawn Lee,32.0,0.0,Outlines,2015-06-16,0.708,0.628,9,-8.459,0,0.0437,0.032,0.129,0.0644,0.962,80.372,audio_features,0FrC2cP7P20AYUOMjPFr2I,spotify:track:0FrC2cP7P20AYUOMjPFr2I,https://api.spotify.com/v1/tracks/0FrC2cP7P20AYUOMjPFr2I,https://api.spotify.com/v1/audio-analysis/0FrC2cP7P20AYUOMjPFr2I,227100,3
572,3R1mpCoNa5oVrXRuBDxqq3,Santa Ana,Smooth Ends,35.0,0.0,Santa Ana,2016-08-15,0.753,0.641,7,-7.662,1,0.0287,0.00305,1.88e-05,0.0764,0.444,110.028,audio_features,3R1mpCoNa5oVrXRuBDxqq3,spotify:track:3R1mpCoNa5oVrXRuBDxqq3,https://api.spotify.com/v1/tracks/3R1mpCoNa5oVrXRuBDxqq3,https://api.spotify.com/v1/audio-analysis/3R1mpCoNa5oVrXRuBDxqq3,277000,4
573,2Th9BGKvfZG8bKQSACitwG,It's Strange (feat. K.Flay),Louis The Child,46.0,1.0,It's Strange (feat. K.Flay),2015-10-22,0.837,0.492,0,-7.792,1,0.354,0.371,0.0401,0.102,0.417,85.951,audio_features,2Th9BGKvfZG8bKQSACitwG,spotify:track:2Th9BGKvfZG8bKQSACitwG,https://api.spotify.com/v1/tracks/2Th9BGKvfZG8bKQSACitwG,https://api.spotify.com/v1/audio-analysis/2Th9BGKvfZG8bKQSACitwG,245581,4
574,2eTioKDu4klzCrcceLOn5d,Harvard,Diet Cig,0.0,0.0,Over Easy,2015-02-24,0.306,0.763,7,-5.768,1,0.0471,0.0345,0.0152,0.182,0.18,101.154,audio_features,2eTioKDu4klzCrcceLOn5d,spotify:track:2eTioKDu4klzCrcceLOn5d,https://api.spotify.com/v1/tracks/2eTioKDu4klzCrcceLOn5d,https://api.spotify.com/v1/audio-analysis/2eTioKDu4klzCrcceLOn5d,147502,4
575,1NtwN6OMEg1VwPmIH8JOEN,Thinking About You,Typhoon,27.0,0.0,Thinking About You,2013-08-20,0.596,0.348,11,-11.162,1,0.0429,0.668,0.00621,0.255,0.484,129.981,audio_features,1NtwN6OMEg1VwPmIH8JOEN,spotify:track:1NtwN6OMEg1VwPmIH8JOEN,https://api.spotify.com/v1/tracks/1NtwN6OMEg1VwPmIH8JOEN,https://api.spotify.com/v1/audio-analysis/1NtwN6OMEg1VwPmIH8JOEN,216582,4
576,5wwFSf7X4B8GqbGBXc3aMU,Hey Lover,Blake Mills,0.0,0.0,Break Mirrors,2009,0.568,0.939,0,-5.986,1,0.0345,0.00056,9.81e-05,0.245,0.69,112.829,audio_features,5wwFSf7X4B8GqbGBXc3aMU,spotify:track:5wwFSf7X4B8GqbGBXc3aMU,https://api.spotify.com/v1/tracks/5wwFSf7X4B8GqbGBXc3aMU,https://api.spotify.com/v1/audio-analysis/5wwFSf7X4B8GqbGBXc3aMU,202527,4
577,5y1zRyE7ibvTp090GWfy5D,Sour Silk,Cullen Omori,0.0,0.0,New Misery,2016-03-18,0.355,0.941,2,-2.882,0,0.0936,0.0403,0.0628,0.378,0.394,150.013,audio_features,5y1zRyE7ibvTp090GWfy5D,spotify:track:5y1zRyE7ibvTp090GWfy5D,https://api.spotify.com/v1/tracks/5y1zRyE7ibvTp090GWfy5D,https://api.spotify.com/v1/audio-analysis/5y1zRyE7ibvTp090GWfy5D,216867,4
578,7GCAFTkh9STbECbY0fsgtj,Flowers,Palmas,32.0,0.0,Flowers,2016-09-30,0.495,0.531,10,-9.502,1,0.0299,0.347,0.379,0.109,0.36,119.94,audio_features,7GCAFTkh9STbECbY0fsgtj,spotify:track:7GCAFTkh9STbECbY0fsgtj,https://api.spotify.com/v1/tracks/7GCAFTkh9STbECbY0fsgtj,https://api.spotify.com/v1/audio-analysis/7GCAFTkh9STbECbY0fsgtj,198475,4
579,6UkjGT40uDh1RrEzRSSIm9,Synthetic Romance,Cullen Omori,0.0,0.0,New Misery,2016-03-18,0.522,0.813,5,-3.066,0,0.029,0.00529,1.31e-05,0.0899,0.45,112.032,audio_features,6UkjGT40uDh1RrEzRSSIm9,spotify:track:6UkjGT40uDh1RrEzRSSIm9,https://api.spotify.com/v1/tracks/6UkjGT40uDh1RrEzRSSIm9,https://api.spotify.com/v1/audio-analysis/6UkjGT40uDh1RrEzRSSIm9,202853,4
580,2mClGHSyhd6C0VILl231ox,Some Sunsick Day,Morgan Delt,0.0,0.0,Some Sunsick Day,2016-08-02,0.487,0.637,1,-9.305,1,0.0302,0.435,0.731,0.0873,0.484,150.076,audio_features,2mClGHSyhd6C0VILl231ox,spotify:track:2mClGHSyhd6C0VILl231ox,https://api.spotify.com/v1/tracks/2mClGHSyhd6C0VILl231ox,https://api.spotify.com/v1/audio-analysis/2mClGHSyhd6C0VILl231ox,311280,3
581,0KPMKta7pYHaN6NOj4MB12,Shalala,Moses Gunn Collective,29.0,0.0,Shalala,2014-08-11,0.455,0.717,7,-5.553,1,0.029,0.0138,0.113,0.103,0.428,83.936,audio_features,0KPMKta7pYHaN6NOj4MB12,spotify:track:0KPMKta7pYHaN6NOj4MB12,https://api.spotify.com/v1/tracks/0KPMKta7pYHaN6NOj4MB12,https://api.spotify.com/v1/audio-analysis/0KPMKta7pYHaN6NOj4MB12,226511,4
582,36jSYX897AjFoqcmosvXRf,The Glitzy Hive,Neon Indian,0.0,0.0,Vega Intl. Night School,2015-10-16,0.596,0.942,9,-5.392,0,0.176,0.131,0.0027,0.446,0.68,108.024,audio_features,36jSYX897AjFoqcmosvXRf,spotify:track:36jSYX897AjFoqcmosvXRf,https://api.spotify.com/v1/tracks/36jSYX897AjFoqcmosvXRf,https://api.spotify.com/v1/audio-analysis/36jSYX897AjFoqcmosvXRf,231442,4
583,7xXq1fikX8SgIfUwpMa3hN,The Blindside Kiss,Neon Indian,0.0,0.0,Era Extraña,2011-09-13,0.286,0.835,9,-5.455,1,0.0616,0.101,0.545,0.211,0.0379,133.714,audio_features,7xXq1fikX8SgIfUwpMa3hN,spotify:track:7xXq1fikX8SgIfUwpMa3hN,https://api.spotify.com/v1/tracks/7xXq1fikX8SgIfUwpMa3hN,https://api.spotify.com/v1/audio-analysis/7xXq1fikX8SgIfUwpMa3hN,213920,4
584,5q5kJjS2PE1gPS9AH9T2oF,Hamilton Road,Ducktails,0.0,0.0,Ducktails III: Arcade Dynamics,2011-01-18,0.6,0.77,1,-5.209,1,0.0278,0.348,0.95,0.168,0.788,111.127,audio_features,5q5kJjS2PE1gPS9AH9T2oF,spotify:track:5q5kJjS2PE1gPS9AH9T2oF,https://api.spotify.com/v1/tracks/5q5kJjS2PE1gPS9AH9T2oF,https://api.spotify.com/v1/audio-analysis/5q5kJjS2PE1gPS9AH9T2oF,144773,4
585,4kmQD8AHOQtg1Ft2NooJjp,Ur Life One Night,Unknown Mortal Orchestra,37.0,0.0,Multi-Love,2015-05-26,0.743,0.776,9,-3.868,1,0.108,0.0532,0.897,0.0503,0.857,75.426,audio_features,4kmQD8AHOQtg1Ft2NooJjp,spotify:track:4kmQD8AHOQtg1Ft2NooJjp,https://api.spotify.com/v1/tracks/4kmQD8AHOQtg1Ft2NooJjp,https://api.spotify.com/v1/audio-analysis/4kmQD8AHOQtg1Ft2NooJjp,267907,4
586,3GWVkWWgn7su8Z06oBjiiX,The World Is Crowded,Unknown Mortal Orchestra,43.0,0.0,Multi-Love,2015-05-26,0.645,0.527,1,-6.727,1,0.362,0.463,0.00219,0.0952,0.645,95.208,audio_features,3GWVkWWgn7su8Z06oBjiiX,spotify:track:3GWVkWWgn7su8Z06oBjiiX,https://api.spotify.com/v1/tracks/3GWVkWWgn7su8Z06oBjiiX,https://api.spotify.com/v1/audio-analysis/3GWVkWWgn7su8Z06oBjiiX,259600,4
587,5hC2BHNjGBgk1tou6285qO,Nicotine Canaries,Cotton Jones,27.0,0.0,Rio Ranger EP,2014-07-22,0.479,0.84,11,-7.602,1,0.0293,0.427,0.00266,0.122,0.678,105.921,audio_features,5hC2BHNjGBgk1tou6285qO,spotify:track:5hC2BHNjGBgk1tou6285qO,https://api.spotify.com/v1/tracks/5hC2BHNjGBgk1tou6285qO,https://api.spotify.com/v1/audio-analysis/5hC2BHNjGBgk1tou6285qO,237480,4
588,0ua0Go4NN4Td7l0Zre6Ce3,Flashing Lights,Kanye West,0.0,1.0,Graduation,2007-09-11,0.634,0.649,6,-7.505,0,0.0486,0.0315,0.0,0.482,0.509,90.482,audio_features,0ua0Go4NN4Td7l0Zre6Ce3,spotify:track:0ua0Go4NN4Td7l0Zre6Ce3,https://api.spotify.com/v1/tracks/0ua0Go4NN4Td7l0Zre6Ce3,https://api.spotify.com/v1/audio-analysis/0ua0Go4NN4Td7l0Zre6Ce3,237507,4
589,2771LMNxwf62FTAdpJMQfM,Bodak Yellow,Cardi B,62.0,1.0,Bodak Yellow,2017-06-16,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,audio_features,2771LMNxwf62FTAdpJMQfM,spotify:track:2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,223962,4
